102,38
102,41
102,42
102,46
102,47
102,48
100,48
99,48
97,48
96,48
93,48
91,48
86,48
84,48
81,48
79,48
78,48
77,48
77,46
77,45
77,42
77,40
77,36
77,31
77,30
77,28
77,26
77,25
77,23
77,21
77,18
77,15
77,14
77,12
77,11
77,9
78,7
81,7
84,7
86,7
88,7
94,12
94,14
94,17
94,19
94,21
94,25
94,28
94,29
94,30
94,34
94,37
94,38
94,41
94,42
94,46
94,48
94,49
94,50
94,51
94,54
94,57
94,59
94,65
94,67
94,72
94,73
94,74
94,75
94,77
94,85
94,89
94,97
94,103
94,104
94,108
94,110
94,111
94,114
89,119
81,119
76,119
75,119
71,119
66,119
64,119
54,119
42,119
40,119
27,119
26,119
22,111
30,92
40,92
52,92
56,92
65,92
70,92
74,92
82,92
88,92
90,92
94,92
95,92
99,92
109,94
109,97
109,98
109,104
108,106
106,106
105,106
101,106
100,106
99,106
98,106
91,106
89,106
83,106
82,106
81,106
77,106
76,106
75,106
74,106
73,106
71,106
66,106
65,106
64,106
56,106
54,106
53,102
53,99
53,96
53,94
53,92
53,79
53,71
53,70
53,64
53,61
53,60
53,59
53,57
56,53
57,53
60,53
61,53
74,53
78,54
78,57
78,59
78,65
78,68
78,70
78,74
78,75
78,77
78,78
78,80
77,80
75,80
72,80
71,80
67,80
66,72
66,71
66,70
66,68
66,67
66,66
66,64
66,62
66,61
66,53
66,52
66,50
66,49
66,48
66,46
66,45
66,43
66,42
66,40
68,39
70,39
74,39
75,39
76,39
81,39
84,39
86,39
88,39
91,39
92,41
92,42
92,46
92,48
92,49
92,50
92,51
92,54
92,57
92,58
92,59
92,61
92,62
92,65
92,67
92,68
92,71
92,72
92,73
92,74
92,75
92,77
92,78
92,85
92,89
92,95
92,97
92,98
92,99
91,99
89,99
88,99
83,99
82,99
81,99
77,99
76,99
75,99
74,99
73,99
71,99
70,99
66,99
65,99
64,99
62,99
61,99
56,99
55,99
53,99
52,99
51,99
48,99
42,99
41,99
39,99
38,99
33,99
27,99
22,99
21,99
17,99
16,99
16,92
16,91
16,87
16,80
16,73
16,63
16,53
16,50
16,48
16,44
16,40
16,36
16,35
16,34
16,32
16,29
16,27
16,24
22,23
25,23
26,23
29,23
35,23
38,23
43,23
44,23
46,23
47,23
48,23
50,24
50,27
50,29
50,30
50,32
50,35
50,36
50,38
50,41
50,42
50,45
50,46
50,49
50,50
50,51
50,52
50,54
50,56
50,57
50,59
50,60
50,64
50,65
50,67
50,68
50,70
50,74
50,75
50,77
50,79
50,83
50,84
48,85
46,85
44,85
42,85
39,85
38,85
36,85
34,85
33,85
32,85
27,85
25,85
21,83
21,80
21,77
21,63
21,61
21,59
23,55
26,55
31,55
33,55
35,55
40,55
43,55
47,55
48,55
50,55
52,55
56,55
57,55
60,55
61,55
62,55
63,55
70,55
74,55
78,55
80,55
82,55
84,55
86,55
88,55
91,55
92,55
93,55
94,55
96,55
97,55
98,55
100,55
101,55
102,55
103,55
106,55
108,55
109,55
110,55
111,56
111,57
111,59
111,61
111,62
111,63
111,65
111,66
111,67
111,68
111,73
111,74
111,76
111,77
111,85
111,88
111,89
109,87
109,86
109,83
109,80
109,72
109,70
109,62
109,58
109,56
109,55
109,52
109,51
109,50
109,49
109,48
109,47
109,46
109,45
109,42
109,41
109,33
109,31
109,22
110,22
114,22
115,22
117,22
123,22
124,22
128,22
128,24
128,25
128,34
128,37
128,43
128,49
128,50
128,52
128,57
128,61
128,62
128,63
128,65
128,66
128,67
128,74
128,76
128,77
128,83
128,85
128,86
128,87
128,88
128,89
125,91
123,91
122,91
118,87
118,83
118,65
118,58
118,56
122,53
123,53
124,53
124,56
124,57
124,59
124,61
124,62
124,63
124,65
124,66
124,67
124,74
124,76
124,77
123,82
118,82
113,82
111,82
109,82
103,82
102,82
98,82
96,82
92,82
85,73
85,71
85,70
85,68
85,65
85,64
85,62
85,58
85,56
85,55
85,54
85,53
85,52
85,51
85,50
85,49
85,48
85,47
85,46
85,45
85,44
85,42
85,41
85,40
85,39
85,36
85,33
85,31
85,30
85,26
85,25
86,24
88,24
94,24
95,25
95,28
95,29
95,30
95,32
95,34
95,36
95,37
95,38
95,41
95,42
95,45
95,46
95,47
95,48
95,49
95,50
95,51
95,53
95,54
95,57
95,59
95,61
95,62
95,64
95,65
95,67
95,68
95,69
95,71
95,72
95,73
95,74
95,75
95,76
95,77
95,78
95,82
95,85
95,86
95,88
95,89
92,93
85,93
84,92
84,91
84,87
88,87
90,87
92,87
94,87
95,87
98,87
99,87
101,87
103,88
103,89
103,90
103,91
103,93
103,94
103,95
103,97
103,98
103,99
103,104
103,106
103,108
103,109
102,109
101,109
100,109
99,109
98,109
91,109
89,109
84,109
83,109
82,109
81,109
77,109
76,109
75,109
73,109
71,109
66,109
65,109
64,109
56,109
54,109
53,109
52,108
56,107
73,107
74,107
82,107
84,107
86,107
88,107
91,107
91,109
91,110
91,111
91,114
91,117
89,117
84,117
83,117
82,117
81,117
77,117
76,117
75,117
74,117
73,117
71,117
66,117
65,117
64,117
54,117
53,117
52,117
49,114
49,111
49,108
49,102
49,99
49,96
49,94
49,93
49,92
49,91
49,90
49,87
49,80
49,79
50,73
51,73
55,73
56,73
57,73
62,73
66,73
68,73
78,73
79,74
79,75
79,76
79,77
79,78
79,80
79,81
79,83
79,84
79,85
79,86
79,87
79,89
79,95
79,97
79,99
79,100
79,101
79,103
79,104
79,107
79,109
79,111
79,117
79,119
79,123
79,124
77,124
76,124
75,124
74,124
73,124
71,124
70,124
68,124
66,124
65,124
64,124
54,124
53,124
52,124
49,124
42,124
40,124
31,111
31,100
31,99
31,98
31,96
31,92
31,90
31,84
31,83
31,80
31,79
31,77
31,76
33,76
34,76
35,76
37,76
40,76
43,76
46,76
50,76
51,76
55,76
56,76
57,76
62,76
66,76
68,76
71,76
78,76
79,76
82,76
83,76
84,76
86,76
88,76
90,76
91,76
92,76
94,76
95,76
96,76
96,77
96,78
96,81
96,82
96,85
96,86
96,87
96,89
96,90
96,91
96,93
96,94
96,95
96,97
96,98
96,99
96,102
92,102
91,102
89,102
88,102
86,102
85,102
84,102
83,102
82,102
81,102
79,102
78,102
77,102
76,102
75,102
74,102
73,102
72,102
71,102
70,102
68,102
66,102
65,102
64,102
63,102
61,102
59,102
56,102
53,102
52,102
51,102
49,102
48,102
47,102
47,99
47,96
47,94
47,92
47,91
47,90
47,84
47,83
47,80
47,79
47,76
47,73
47,72
47,71
47,70
47,69
47,67
47,66
47,65
47,64
47,63
47,61
47,60
47,59
48,58
50,58
56,58
57,58
59,63
59,65
59,67
59,68
59,70
59,74
59,76
59,77
55,81
53,81
52,81
49,81
47,81
46,81
44,81
43,81
42,81
40,81
39,81
38,81
36,81
35,81
33,81
31,81
27,81
25,81
23,81
21,81
20,81
16,81
12,81
10,81
9,81
7,80
7,79
7,77
7,75
7,63
7,44
7,40
7,35
7,34
10,33
21,36
21,37
21,48
18,48
17,48
16,48
15,48
12,48
10,48
9,48
9,47
9,44
9,40
9,35
9,33
9,29
9,25
9,19
9,18
9,17
9,15
13,13
16,13
17,13
21,13
22,13
23,13
25,13
26,13
38,13
40,13
44,13
46,13
47,13
48,13
50,13
53,13
59,13
64,13
69,13
74,13
77,13
78,13
80,19
80,21
80,26
80,28
80,30
79,31
77,31
76,31
75,31
73,31
72,31
71,31
70,31
68,31
67,31
65,31
63,31
62,31
61,31
58,31
56,31
55,31
52,31
51,31
48,31
45,31
44,31
44,30
44,29
44,28
44,27
44,25
44,24
44,23
44,22
44,21
44,19
44,18
44,15
44,13
44,9
44,8
44,5
46,5
47,5
50,5
53,5
69,5
68,19
65,19
63,19
62,19
61,19
56,19
55,19
49,19
48,19
45,19
44,19
43,19
41,19
40,19
33,19
32,19
31,19
29,19
24,19
18,19
18,18
18,17
18,15
18,13
21,9
22,9
23,9
25,9
26,9
35,9
38,9
40,9
42,11
42,17
42,19
42,21
42,24
42,27
41,28
40,28
35,28
33,28
32,28
31,28
30,28
29,28
24,28
22,28
21,28
18,28
17,28
16,28
15,28
14,28
14,27
14,25
14,24
14,23
14,21
14,19
14,18
14,17
14,15
14,13
16,12
17,12
21,12
22,12
23,12
25,12
26,12
35,12
36,12
38,12
40,12
42,12
44,12
46,12
47,12
48,12
50,12
53,12
56,12
58,12
59,12
60,16
60,19
60,21
60,27
60,28
60,29
60,30
60,31
60,32
60,34
60,35
60,36
58,37
56,37
52,37
51,37
49,37
48,37
45,37
44,37
43,37
42,37
41,37
40,37
38,37
36,37
35,37
33,37
32,37
31,37
29,37
27,37
25,37
25,36
25,35
25,34
25,33
25,32
25,28
25,27
25,26
26,26
29,26
30,26
33,26
35,26
36,26
38,26
42,26
43,26
44,26
45,26
46,26
47,26
48,26
50,26
51,26
52,26
53,26
56,26
57,26
58,26
60,26
61,26
62,26
64,26
66,27
66,28
66,30
66,31
66,32
65,33
63,33
62,33
61,33
58,33
56,33
55,33
52,33
51,33
49,33
48,33
45,33
44,33
43,33
42,33
41,33
40,33
39,33
39,30
39,28
39,27
39,26
39,25
39,24
39,23
39,22
39,21
39,20
39,19
39,18
39,16
39,15
39,14
39,13
39,12
39,10
39,9
39,4
42,3
46,3
47,3
50,3
53,3
57,3
58,3
60,3
65,3
66,3
69,3
71,3
74,3
80,3
81,3
82,4
82,12
82,19
82,20
82,21
82,26
82,28
82,30
82,31
82,32
82,33
82,34
82,35
82,36
82,37
82,38
82,40
82,41
82,42
82,43
82,45
82,46
82,48
82,50
82,51
82,53
82,55
82,56
82,57
82,58
82,59
82,62
82,63
82,64
82,65
82,68
82,70
81,71
80,71
79,71
78,71
77,71
76,71
75,71
73,71
72,71
71,71
70,71
69,71
67,71
66,71
65,71
64,71
63,71
62,71
61,71
60,71
58,71
57,71
56,71
55,71
53,71
52,71
51,71
49,71
48,71
47,71
46,71
44,71
43,71
42,71
41,71
40,71
39,71
38,71
37,71
37,69
37,67
37,66
37,65
37,64
37,63
37,62
37,61
37,59
37,58
37,57
40,57
43,57
46,59
46,60
46,63
46,64
46,65
46,67
46,68
46,69
45,69
44,69
43,69
42,69
41,69
40,69
39,69
37,69
36,69
35,69
33,69
31,69
26,69
25,69
24,69
21,69
20,69
20,63
20,62
20,61
20,59
20,58
20,55
20,54
20,53
20,51
20,50
20,49
20,48
20,44
20,40
20,37
20,36
20,35
20,33
20,32
20,29
20,28
20,27
20,26
20,25
20,23
20,22
20,21
20,19
20,18
20,17
20,15
20,12
20,11
21,11
22,11
23,11
25,11
26,11
35,11
36,11
38,11
40,11
42,11
44,11
46,11
47,11
48,11
50,11
53,11
54,11
54,17
54,19
54,20
54,21
54,27
54,28
54,29
54,30
54,31
54,32
54,33
54,35
54,37
54,38
54,40
54,41
54,42
54,43
54,45
54,46
54,48
54,50
54,51
54,53
54,55
54,56
54,58
54,59
54,60
54,61
54,64
54,65
54,67
54,68
54,69
54,70
54,71
54,74
54,76
54,77
54,79
54,81
54,83
54,84
54,85
54,86
54,87
54,88
54,89
54,91
54,93
54,94
54,96
53,97
52,97
51,97
49,97
47,97
46,97
45,97
43,97
42,97
40,97
39,97
38,97
37,97
35,97
33,97
31,97
28,96
28,95
28,93
28,92
28,90
28,85
28,84
28,83
28,81
28,80
28,79
28,77
28,76
28,74
28,73
28,71
28,69
28,65
28,63
28,62
28,61
28,59
28,58
28,55
28,53
28,51
28,50
28,48
31,47
32,47
33,47
35,47
38,47
40,47
43,47
45,47
46,47
47,47
48,47
50,47
51,47
52,47
53,47
54,47
55,47
56,47
57,47
58,47
59,47
60,47
61,47
62,47
63,47
66,47
68,47
70,47
71,47
72,47
74,47
75,47
77,47
78,47
80,47
82,47
83,48
83,49
83,50
83,51
83,53
83,54
83,55
83,56
83,57
83,58
83,59
83,61
83,62
83,63
83,64
83,65
83,66
81,66
80,66
79,66
78,66
77,66
76,66
75,66
73,66
72,66
71,66
70,66
69,66
67,66
66,66
65,66
64,66
63,66
62,66
61,66
58,66
57,66
56,66
55,66
53,66
52,66
51,66
49,66
48,66
47,66
46,66
45,66
44,66
43,66
42,66
41,66
40,66
39,66
38,66
37,66
36,66
35,66
33,66
32,66
31,66
30,66
30,65
30,63
30,62
30,61
30,60
30,59
30,58
30,57
30,55
30,53
30,51
30,50
30,47
30,46
30,44
30,42
30,40
30,39
30,38
30,37
33,35
35,35
37,35
37,36
37,37
37,38
37,39
37,40
37,42
37,45
37,48
37,49
37,50
36,51
35,51
34,51
33,51
32,51
30,51
28,51
26,51
25,51
24,51
22,51
20,51
16,51
15,51
12,51
11,51
11,50
11,48
11,47
11,45
11,44
11,41
11,40
11,35
11,34
11,33
11,31
11,29
12,28
12,30
12,32
12,40
12,45
12,47
12,48
12,51
12,54
12,59
12,63
12,75
12,77
12,81
12,84
12,87
12,89
10,89
9,89
4,83
4,80
4,79
4,77
4,75
10,73
12,73
20,73
24,75
24,76
24,77
24,81
24,84
24,85
23,87
22,87
21,87
24,86
31,86
32,87
32,88
32,89
32,93
32,95
31,95
28,95
26,95
26,92
26,91
26,90
26,86
26,85
26,84
26,83
26,81
26,80
26,79
26,77
26,76
26,74
26,73
31,73
31,74
30,74
29,74
28,74
26,74
24,73
24,72
24,71
25,71
25,72
24,72
21,72
20,72
19,72
18,72
17,72
16,72
12,72
11,72
7,72
5,72
5,63
5,62
9,63
9,72
9,73
5,73
4,73
